7: 5.19811619946654558608428407430, 8.41361099147117759845752355454, 9.97989590209139315060581291354, 13.85454287448149778875634224346, 15.74686940763941532761353888536, 17.161416543706070422905522561585, 19.651224233233595369541105291582, 21.65252506979642618329545373529, 24.15466453997877089700472248737, 25.68439458577475868571703403827, 27.13547137980929158540938389112, 28.64452753804391579441559340595, 31.84774663804095524857637113741, 32.747390632813393136386987652934, 34.35044122160486850148200883020, 36.447983987061088122490805917581, 37.37953167877961162723514730528, 39.57467223828350455921200958005, 41.63369016849716437682011847588, 43.330444112276133461209826986247, 44.259257194837827318219331433632, 45.46395163943458587355744436856, 47.758291071614958792796226880103, 49.543555603918569686782807799117, 50.97331252159187568512168359015
7: 2.50937455292911971967838452268, 7.48493173971596112913314844807, 9.89354379409772210349418069925, 12.25742488648921665489461478678, 14.13507775903777080989456447454, 17.714092561531158953226990374540, 18.88909760017588073794865307957, 20.60481911491253262583427068994, 22.66635642792466587252079667063, 25.28550752850252321309973718800, 26.66048203878250296742275725877, 28.99723231317671624580023005581, 30.13244058379747752560145687452, 31.44589058256335008426239173571, 34.31134814871948200646318610558, 36.070041076617265413000694622082, 37.18948618688047471474084289645, 38.58895062546931961023389784006, 40.69041710800720757960616041849, 41.99640907775237980637234247240, 44.16095204781287510286471187531, 45.95562251176600699194892072223, 46.96122667000339896653265574287, 48.57324539474628848818818146195, 49.51857626920139206120002047638
11: 3.54704109171945007666447637176, 6.63073045048494212311693469779, 7.88643465920150753487622877767, 11.59406426254877199887647483811, 13.33022743788218395645836666989, 14.674032161018154187712356107968, 16.64292363517938135933695505995, 18.7495375665351457827169284855, 20.50797618286869986017769960585, 22.95929393378876961523787194156, 23.62369920986579610417564305629, 25.38976369113433935050441838210, 26.67028496809013083238174485224, 29.55920151127941976080946946763, 30.615315398535949332903421061066, 31.76704292714201836153420720265, 33.60918441512861464269747264056, 35.0748181390130967490481952242, 36.103221852765725499410258250258, 38.421569250426374648790601150719, 39.91816544484692915524132036871, 41.34346950295061398221815956035, 42.601218189354830328691114239797, 43.13903733098448016886778132619, 45.571883708328470662009967870960
11:  3.41492187932220368062022478551, 5.27308657584208989337435824912, 8.95354546437232036116473143789, 11.00919009252031218454364175306, 12.73163403755865549814505940274, 14.94827047321579871059739778452, 16.003353712811180942448748166867, 19.23890660918179306832270433212, 20.5790557747237967713122828270, 21.88489757248339392930656813056, 23.38804121013922687721723923210, 25.294856636069449525514142678791, 27.61231692090569895478179228700, 28.4508199966808353191563583286, 30.758854343797428801601385292783, 31.87403308116394856064712507976, 32.799985112149809068419874207202, 34.72345992628301281730177232071, 37.01755954390176887573149124687, 38.395494452428109122979398955656, 39.22705738819166212922797709288, 40.66058066592356276517670187998, 42.45917275651500585448292842681, 43.63192017509203526976799880310, 45.30426327898638018804634367866
11: 1.23118824094644557330126632913, 4.9627151638056233330962205550, 8.08939114538406115212311784238, 10.4500536382022332221178893649, 12.11506980690332170753638554345, 13.437657526437096729270089409681, 16.94978978223110727613037943840, 17.87481329763534279900237596385, 19.83012856053316642706724002179, 21.32039371631114630973784591369, 23.103365240819911054545433311199, 24.71060202237696255086224193381, 27.19549761157675669135899555136, 28.41349834370446234328316226414, 29.57219606296392511801120043627, 30.86131192335796380131399489359, 32.88578028689798316267070256069, 34.89957117724815985971476450101, 36.20301087650878318423744955110, 37.23130886007165567642745472163, 39.57532585824936030442348526707, 39.955595985887364149097406429137, 41.40118442396643591924427168519, 43.84491852037660538321332748361, 45.18664587132294167255369395899
11: 5.07031637930817115271739478905, 6.85188812449087884224022796653, 9.42882532201290964105489786007, 11.259986049139631879002309758061, 14.31664759932336707218166025316, 15.68125120531344955254954835691, 17.43161793522573674272782938011, 18.527889377871107268152218354111, 21.59808825881419508444894553380, 22.83885406338058962719853601162, 24.45819581215308996084408240869, 26.328449037768254749252262762333, 27.40725717753448042762789920871, 28.947771705705823981195394585, 31.22940901204067250687963009483, 33.178842589001558746303926414737, 33.99140302987517963033014866190, 35.01510928430873838470872938337, 37.07569800336932558076454614719, 38.40599013182803415397550119015, 40.50913716343137847444457958349, 41.451985024130012558407220182013, 43.28237879087022285362370498164, 44.50315105809981977478377956073, 45.61383532443762936966007233188
13: 3.66097464838443443947257510998, 5.42273850072170533908335115787, 9.04699334806704048478002090503, 11.12452605047154763029618405683, 11.99504392637782327338231052927, 14.56208942822243278659626643472, 15.96780220625727028475050807624, 18.382979911139294498264833654699, 20.09754801517745622026998311215, 21.57530316919110316790947925575, 22.68077176274483011651309367952, 24.17186681129930729002901535625, 27.104781173085398003662802468647, 27.784285780986644537584886981993, 29.276524014363776500781207107028, 31.15408393811924641483439120288, 32.04372695737331039705868433686, 33.70972897257318246712380632676, 35.24321469346156156202293284029, 37.54058535341490773551060114884, 38.34988310323908670565844503340, 39.67695817814093113780009353001, 40.54253789223337291520536445179, 42.4381505634629781486590400547, 44.042538338572824817320349453367
13: 4.938590808457977145461225357659, 6.72931431168193311808562367956, 9.4141759092143440176101772470, 10.457720324996851347033210348715, 13.617240942368951059055747527853, 15.42454877186249972215065254465, 16.87786511665621581619347554838, 17.88925107706472435939000862285, 20.29919635190717531301360978834, 22.22865695310673398848787743909, 23.54907924313031382848122917032, 25.58025207028805344157844624330, 26.52361721260073699095693304508, 28.1135403544478079613576312062, 29.30665311674081785383473822871, 32.08870033349041354025324709333, 33.24391057926943760889197511612, 33.90744720508931169689215969275, 35.75894705759697022805978721007, 37.04702419924149002034137809193, 38.55314542520657607957893503746, 40.28560516440286882351456756526, 41.66915456742049996686224142466, 43.237215036162091178319451506955, 44.551823474408698148274135952161
13: 4.454853911564068083703595038243, 6.80983106916894389432472660976, 7.99512842484801144906191271642, 11.53031305636338257646752187580, 13.03559042617913789432092819792, 14.77690032158991012554008142959, 16.64931851786381053385281175531, 17.93154649566368497638434173782, 19.95742714793315041173639702469, 22.46606086380455732657855395522, 23.56721734639499833998388243743, 24.47347955260311207992017331125, 26.34106658141893115588573031050, 27.94708686509299663405920599574, 30.26856008929587796877185064518, 30.92121120986112335976162807961, 32.88015347184511555416500223370, 34.278212085285161671628017139637, 35.37863743350305940833066011129, 36.39790260310456600503519815589, 39.158077373401764597590580905046, 40.12967928685814949328369040309, 41.47132855075354572950992974996, 42.67809326968208595249856242977, 43.70125476149517110116121945808
13: 2.27313120101337092309675281122, 5.99433348263937573006936411548, 8.53434388229500193005541581860, 10.506730485058794664625749128515, 12.3257791686484817550992480946, 13.51073102822369922801862938712, 16.77349086567586963433913803006, 18.1774758218214111196391353749, 19.16577686946377440528872864956, 21.29072366419482670542059960211, 22.50218000396131880869484608578, 24.70097591492895478309299511489, 26.09891977749163645666677859565, 28.30140715237261539047320509061, 29.07833159170359986891297897720, 30.217328576786274410480730339152, 31.85201648014964384144879878463, 34.19316896008938726193432669118, 35.40886810623710413108843015950, 36.72655061378587091397240745626, 37.84387198040439541736000486903, 39.64551328334837142992430136246, 40.75102754054690218810039287064, 41.890649557271878583545590023119, 44.47903323940722017826958439666
17: 3.38764301980058083148824334443, 6.466503328866556453198478281136, 8.51273109083455322179148702773, 10.41283347696993241919453381820, 11.03897117769565301368588396339, 14.27914098300065745959487204470, 15.854658931004722037734299863, 17.09285647216109024420336241365, 18.76358864398668875311125644434, 20.28073895145710467217235457053, 21.6437758792531046000649108338, 23.41778677783755363216066933962, 25.69146946873353330579060148931, 26.59620981521950272346296366303, 27.49201032500673839848802587111, 29.14964593988215408206112800369, 30.445439668547355789741455455925, 32.676185030466947999125108619010, 33.76074984228369908790641957324, 34.81856497845666396290521055952, 36.601442066436625569348311303850, 37.78303357163219485745268114579, 38.64551375754757981318534880869, 39.95820595043727429615498631813, 42.537824722990093368896081175906
17: 4.851474204208871568224755857489, 5.87734309066374149436213082502, 8.45859216052355763456069731246, 10.01238724806638376954022051124, 12.36855757010477121158113533374, 14.36607509160395072561089268158, 15.91778375265039377644843496150, 17.075532607972307550969197780390, 18.25002335183789884203414139403, 21.10804943703809034169584922445, 22.09582685545340040570870347604, 23.84320748008473993086545937703, 24.9083980473007162621752234757, 26.64256881139864551522557469254, 27.82316850298224847048343793504, 29.06275433365868831471832760164, 31.567769782677363732134827762391, 32.54134894116512581757908671454, 33.88335533870203301031755919184, 34.590307070145623317103704703622, 36.36085380029876327740270208241, 37.60885502423026500222176839904, 39.74901620953299443468760304689, 40.49088600448141846299605349922, 41.78113281428913157097751556175
17: 3.73234531397038605182942743202, 6.761948321041484672115641845354, 7.64497211191416669983437925264, 9.63398131799367961856970535390, 12.50111717073719875221216019938, 14.1405308258296735664314752950, 15.199466723475587911399842111731, 17.095396259645679961870329884163, 18.759036754209906446697417528529, 19.83031510123342842902457411670, 22.5283052827079345732345438771, 23.55435493382188059643245697127, 25.03639525135445337989798997153, 26.18826393503240730471673423900, 27.23645078646237448660705955298, 29.676538417633617230501409897540, 31.00830660795214613583261499309, 32.094954838183972985893136613982, 33.64124875849802388347511618307, 35.23177510386508830173456058388, 35.856980322047274678357208150409, 37.34202697322947125296670875412, 39.05857314286053238935053734852, 40.98296614454602221763597177948, 42.061728316424146917429279822682
17: 1.89456288883640063451868939480, 6.02106312276084192766295517421, 7.97395225057117766202200498016, 9.19390267662336140187995090804, 11.65632735313783772341642685163, 12.86274574324480776117856226684, 15.40203147631056025262030921185, 17.122130095672791600965426780671, 18.30609178276429653661407253897, 19.6158544746063732711902498863, 20.964356893460047508874269655244, 23.53276396731361401358774471776, 24.91955176224272177116750484121, 25.62481024876169433791299063204, 28.00152292947194639614103841511, 28.522996391203429046323481231197, 30.10578496434668135472201722168, 31.5696493152975137686651010417, 33.60034550680774720031512265464, 35.14296567168541579991627230428, 35.83300407184436397685818801208, 36.9750433058488300935484291589, 38.3670491737333797985499135149, 40.123878538062289210737176714428, 41.39825263368656834810158053634
17: 2.12217010145779887966076947147, 5.075115308096543817057063202124, 7.40782305438915425283646460554, 10.099631006022388005816075471623, 11.27986990922035091305091711802, 12.937810668313017633046916861138, 14.258617677355082952028600362205, 17.43658391124540795162895968480, 18.05131796137856559804470653247, 19.70335533978972512386379496784, 21.44929725716774721606237700956, 22.69234679002922915638226316278, 23.9873787961286208002815348013, 26.12904035449572456747400044193, 27.72733025278830988965908446233, 29.163238467224250497882396208664, 29.965807102477822414522754471951, 31.04038193885368095363004612009, 33.20789636131639512568872683242, 34.46015772175810913043809216627, 36.3291400306786646872035852317, 36.97068255266554082689339828045, 38.74831002439893138928391708228, 39.89239477527859477534990061176, 41.06496375562159222630440514728
17: 3.03085021754411121651803365475, 4.71512875016980910626184728491, 8.533109263551343292679234102286, 9.58696179846013643547410728982, 11.57473470221158547204510748840, 13.11541261636260959551172937378, 14.96366013445572926040451475996, 16.65682053984199700949071927411, 19.17269032844112991056189821387, 19.862604940973289620007646282, 21.38249265328479352279990162659, 22.50091907098631848647446969433, 24.62558193307131620423413490107, 26.54501481103078000322250516549, 27.611458380906137526811615674624, 28.77816803021989973591876294860, 30.61290869301841514582147870720, 31.95109387779334854941971199316, 32.344940951259973472144765426760, 34.97795633295879432431146639064, 36.35268278308999465632675897784, 37.59076506490882900091239033580, 38.743939439628778238940232207165, 39.54038332050637170033840409929, 41.223565741636124516117175386745
19: 3.007290648223576261709094943072, 4.844020882450831383706659292615, 6.602885669054097391483674015466, 10.02191643776843284865225332735, 10.74952018439617717345715267411, 12.96375432162960380202140802186, 14.46497014729291701213093981024, 15.707003782804773143765595485240, 17.4947600170617978376102149037, 19.887679113267158044339210294658, 21.03384680967809964075526831563, 22.36670876315206745340868276411, 23.121524521330731448722189255957, 25.30351526184014801392532936517, 26.60139665133819495386195027845, 28.47610320248521675237576170891, 29.54255930682118577613500707697, 30.95069409726045263827618158922, 32.665089019440368273397279488361, 33.15017263515050345128282507175, 34.39380163641819383680604948446, 36.87537487458207336883900507342, 38.03673137821961937974907766312, 39.0901803465859986416684212495, 40.0739957719464559867467688341
